movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content,Actors,Plot,Poster,Director,Language,Runtime
4514,3971,Howling IV: The Original Nightmare (1988),Horror,"demons,franchise,horrible,horror,original,pointless,remake,so bad it's funny,special effects,vampire human love,werewolf,werewolves",3.135412806317788,tt0095334,"Movie's title: Howling IV: The Original Nightmare (1988)
genres: Horror
tags: demons,franchise,horrible,horror,original,pointless,remake,so bad it's funny,special effects,vampire human love,werewolf,werewolves
plot: A successful author was sent to the small town Drago because of a nervous breakdown, and gets wound up in a mysterious mystery about demons and werewolves. She starts seeing ghosts and dismisses them as her own imagination, but when they turn out to be real, she starts to get suspicious of the small town and of its past. But at the heart of this scenic, serene village is much darker than its benign appearance; and while she hopes her vacation will dispel her visions, a sinister presence has drawn her there. Soon she will discover that the ghosts that have haunted her are real and that her horrific visions are a mysterious message. 
actors: Romy Windsor, Michael T. Weiss, Antony Hamilton, Susanne Severeid
directors: John Hough, Clive Turner
language: English
runtime: 94 min","Romy Windsor, Michael T. Weiss, Antony Hamilton, Susanne Severeid","A successful author was sent to the small town Drago because of a nervous breakdown, and gets wound up in a mysterious mystery about demons and werewolves. She starts seeing ghosts and dismisses them as her own imagination, but when they turn out to be real, she starts to get suspicious of the small town and of its past. But at the heart of this scenic, serene village is much darker than its benign appearance; and while she hopes her vacation will dispel her visions, a sinister presence has drawn her there. Soon she will discover that the ghosts that have haunted her are real and that her horrific visions are a mysterious message.",https://m.media-amazon.com/images/M/MV5BYjJmZTYwZTctYTBjMi00YzNhLTliNmItOTkyMWRhMDE2MDEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"John Hough, Clive Turner",English,94 min
4515,3972,Imagine: John Lennon (1988),Documentary,"artist,beatles,biographical,biography,documentary,good,life,music,musicians,narrated,new york city,original,oscar (best directing),relationships,rock and roll",3.385955683670345,tt0095360,"Movie's title: Imagine: John Lennon (1988)
genres: Documentary
tags: artist,beatles,biographical,biography,documentary,good,life,music,musicians,narrated,new york city,original,oscar (best directing),relationships,rock and roll
plot: This ""biography"" evolves around the nearly 240 hours of film and videotape fortuitously taken by Lennon of his life. The archive footage is transformed into a fascinating life story of one of the most complex and fascinating men of the modern music era. This effort includes a 36 song soundtrack. Includes some very personal and insightful footage, never before made available to the public. 
actors: John Lennon, Yoko Ono, Paul McCartney
directors: Andrew Solt
language: English
runtime: 100 min","John Lennon, Yoko Ono, Paul McCartney","This ""biography"" evolves around the nearly 240 hours of film and videotape fortuitously taken by Lennon of his life. The archive footage is transformed into a fascinating life story of one of the most complex and fascinating men of the modern music era. This effort includes a 36 song soundtrack. Includes some very personal and insightful footage, never before made available to the public.",https://m.media-amazon.com/images/M/MV5BNjJlYThlMmYtNDkwZS00ZTIwLTg1NzktMmVhMWNlMzI4MjhiXkEyXkFqcGc@._V1_SX300.jpg,Andrew Solt,English,100 min
4516,3973,Johnny Be Good (1988),Comedy,"80s,bad plot,college,comedy,football,fun movie,goofy,high school,original,predictable,robert downey jr,teen,teen movie,teens",3.098166270398236,tt0095409,"Movie's title: Johnny Be Good (1988)
genres: Comedy
tags: 80s,bad plot,college,comedy,football,fun movie,goofy,high school,original,predictable,robert downey jr,teen,teen movie,teens
plot: It's recruiting time and despite being short and scrawny, Johnny Walker is America's hottest young football prospect. His dilemma: should he take one of the many offers from college talent scouts or should he attend the local state college with his girlfriend and give up his football career? 
actors: Anthony Michael Hall, Robert Downey Jr., Paul Gleason
directors: Bud S. Smith
language: English
runtime: 91 min","Anthony Michael Hall, Robert Downey Jr., Paul Gleason","It's recruiting time and despite being short and scrawny, Johnny Walker is America's hottest young football prospect. His dilemma: should he take one of the many offers from college talent scouts or should he attend the local state college with his girlfriend and give up his football career?",https://m.media-amazon.com/images/M/MV5BOGMzM2M3ODAtMTdkZS00OTZmLWEyYjctMDc1MzYzZmQ4ODdlXkEyXkFqcGc@._V1_SX300.jpg,Bud S. Smith,English,91 min
4517,3974,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),"Horror,Mystery,Thriller","bullying,childhood,cinematography,creepy,eerie,fantasy world,frightening,ghosts,ghosts/afterlife,great ending,halloween,imagination,murder,murder mystery,mystery,original,scary,small town,story,supernatural,suspense",3.29072155677433,tt0095484,"Movie's title: Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
genres: Horror,Mystery,Thriller
tags: bullying,childhood,cinematography,creepy,eerie,fantasy world,frightening,ghosts,ghosts/afterlife,great ending,halloween,imagination,murder,murder mystery,mystery,original,scary,small town,story,supernatural,suspense
plot: Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him. 
actors: Lukas Haas, Len Cariou, Alex Rocco
directors: Frank LaLoggia
language: English, Italian, Spanish, German
runtime: 113 min","Lukas Haas, Len Cariou, Alex Rocco","Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.",https://m.media-amazon.com/images/M/MV5BZmMwYzQyNjgtMTAzMi00NzFiLWE2ODYtMWIzYzk1YzhmYzg1XkEyXkFqcGc@._V1_SX300.jpg,Frank LaLoggia,"English, Italian, Spanish, German",113 min
4518,3975,"Lair of the White Worm, The (1988)",Horror,"camp,campy,cult classic,cult film,demons,dreamlike,free to download,fun movie,gothic,horror,original,snakes,splatter,surreal,vampires,weird",3.1665663794980925,tt0095488,"Movie's title: Lair of the White Worm, The (1988)
genres: Horror
tags: camp,campy,cult classic,cult film,demons,dreamlike,free to download,fun movie,gothic,horror,original,snakes,splatter,surreal,vampires,weird
plot: Scottish archaeologist Angus Flint discovers an odd skull amid the ruins of a convent that he is excavating. Shortly thereafter, Lady Sylvia Marsh returns to Temple House, a nearby mansion, far earlier than expected. At a party in the village, Angus meets Lord James D'Ampton, who has just inherited his family's land right next to Temple House. Angus learns of the D'Ampton Worm, a huge dragon-snake that an earlier D'Ampton killed by cutting it in half. (A catchy rock-folk song that tells the D'Ampton Worm legend.) As people begin acting strangely and disappearing over the next few days, the skull is stolen from Angus's room, and a missing person's watch is found in a cavern that was the legendary home of the D'Ampton worm. Angus and James discover that an ancient cult worshiped the worm as a god, and they theorize that the creature somehow survived its destruction, but was trapped inside the cavern. The rest of the film shows Angus, James, and Mary Trent attempting to stop Lady Marsh from freeing the creature.. 
actors: Amanda Donohoe, Hugh Grant, Catherine Oxenberg
directors: Ken Russell
language: English
runtime: 93 min","Amanda Donohoe, Hugh Grant, Catherine Oxenberg","Scottish archaeologist Angus Flint discovers an odd skull amid the ruins of a convent that he is excavating. Shortly thereafter, Lady Sylvia Marsh returns to Temple House, a nearby mansion, far earlier than expected. At a party in the village, Angus meets Lord James D'Ampton, who has just inherited his family's land right next to Temple House. Angus learns of the D'Ampton Worm, a huge dragon-snake that an earlier D'Ampton killed by cutting it in half. (A catchy rock-folk song that tells the D'Ampton Worm legend.) As people begin acting strangely and disappearing over the next few days, the skull is stolen from Angus's room, and a missing person's watch is found in a cavern that was the legendary home of the D'Ampton worm. Angus and James discover that an ancient cult worshiped the worm as a god, and they theorize that the creature somehow survived its destruction, but was trapped inside the cavern. The rest of the film shows Angus, James, and Mary Trent attempting to stop Lady Marsh from freeing the creature..",https://m.media-amazon.com/images/M/MV5BNTU5NDkyYzQtZTgwYy00MTJjLWExM2EtZGM0ZDFiNTVmYzA4XkEyXkFqcGc@._V1_SX300.jpg,Ken Russell,English,93 min
4519,3976,"Land Before Time, The (1988)","Adventure,Animation,Children,Fantasy","adventure,animals,animated,animation,cartoon,childhood,children,dinosaurs,family,friendship,great,kids,kids and family,original,sequels,talking animals",3.253960870539564,tt0095489,"Movie's title: Land Before Time, The (1988)
genres: Adventure,Animation,Children,Fantasy
tags: adventure,animals,animated,animation,cartoon,childhood,children,dinosaurs,family,friendship,great,kids,kids and family,original,sequels,talking animals
plot: An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles and the evil predator Sharptooth as they learn to work together in order to survive. 
actors: Pat Hingle, Gabriel Damon, Helen Shaver
directors: Don Bluth
language: English
runtime: 69 min","Pat Hingle, Gabriel Damon, Helen Shaver","An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles and the evil predator Sharptooth as they learn to work together in order to survive.",https://m.media-amazon.com/images/M/MV5BYThiYTJkZjAtZWE1OS00YjI3LWEyZjQtZWVmMmI3NjNkYTg4XkEyXkFqcGc@._V1_SX300.jpg,Don Bluth,English,69 min
4520,3977,License to Drive (1988),Comedy,"1980s,80s,comedy,fun movie,goofy,silly fun,teen,teen movie,teens",3.093505303770377,tt0095519,"Movie's title: License to Drive (1988)
genres: Comedy
tags: 1980s,80s,comedy,fun movie,goofy,silly fun,teen,teen movie,teens
plot: Les doesn't have a driving license yet, but to impress his gorgeous date Mercedes he borrows his grandpa's Cadillac for a night out... and has to witness the poor car going through more and more intense maltreatments. 
actors: Corey Haim, Corey Feldman, Carol Kane
directors: Greg Beeman
language: English
runtime: 88 min","Corey Haim, Corey Feldman, Carol Kane","Les doesn't have a driving license yet, but to impress his gorgeous date Mercedes he borrows his grandpa's Cadillac for a night out... and has to witness the poor car going through more and more intense maltreatments.",https://m.media-amazon.com/images/M/MV5BMjlhMDE2NmMtMTNmZC00Y2U4LWE0M2EtMTYwZmNjMGE0YzlmXkEyXkFqcGc@._V1_SX300.jpg,Greg Beeman,English,88 min
4521,3978,Little Nikita (1988),Drama,"chase,cold war,conspiracy,espionage,fast paced,good,great movie,intense,mentor,murder,plot,revenge,secrets,serial killer,spies,spy,spying,suspense,suspenseful,teen,teen movie,teens,thriller,vengeance",3.248022506450456,tt0095532,"Movie's title: Little Nikita (1988)
genres: Drama
tags: chase,cold war,conspiracy,espionage,fast paced,good,great movie,intense,mentor,murder,plot,revenge,secrets,serial killer,spies,spy,spying,suspense,suspenseful,teen,teen movie,teens,thriller,vengeance
plot: Roy Parmenter is a veteran FBI agent who has spent the last 20 years trying to find the Russian agent who killed his partner whom he calls Scuba. When a couple of deep cover Russian agents are killed Parmenter thinks Scuba is the one doing it. The Russians who have received word from Scuba that if they want him to stop, they have to pay him. So they send a veteran Russian agent, Karpov to stop him. Parmenter was tasked with performing background checks on people applying for certain things requiring security clearance and when he comes across Jeffrey Grant who's applying to the Air Force Academy, he discovers that his parents' info is false. He also learns of Karpov coming into the country and suspects that he is here to stop Scuba and that Karpov went to the city where Jeffrey and his family live, so he decides to keep an eye on Jeffrey and his family. 
actors: Sidney Poitier, River Phoenix, Richard Jenkins
directors: Richard Benjamin
language: English
runtime: 98 min","Sidney Poitier, River Phoenix, Richard Jenkins","Roy Parmenter is a veteran FBI agent who has spent the last 20 years trying to find the Russian agent who killed his partner whom he calls Scuba. When a couple of deep cover Russian agents are killed Parmenter thinks Scuba is the one doing it. The Russians who have received word from Scuba that if they want him to stop, they have to pay him. So they send a veteran Russian agent, Karpov to stop him. Parmenter was tasked with performing background checks on people applying for certain things requiring security clearance and when he comes across Jeffrey Grant who's applying to the Air Force Academy, he discovers that his parents' info is false. He also learns of Karpov coming into the country and suspects that he is here to stop Scuba and that Karpov went to the city where Jeffrey and his family live, so he decides to keep an eye on Jeffrey and his family.",https://m.media-amazon.com/images/M/MV5BOTJlMDVkMDUtZjA3YS00ZmUxLWEyYjktMDA0YTNjOTk0ZTRhXkEyXkFqcGc@._V1_SX300.jpg,Richard Benjamin,English,98 min
4522,3979,Masquerade (1988),"Mystery,Romance,Thriller",twists & turns,3.266380589453938,tt0095599,"Movie's title: Masquerade (1988)
genres: Mystery,Romance,Thriller
tags: twists & turns
plot: Young heiress Olivia Lawrence seems to have them all: good-breeding and a two-hundred-million-dollar fortune. But behind the serene façade of her Easthampton seaside estate, something is missing: passion. Enter Timothy Whalen, the young sailing instructor and playboy who isn't ashamed of sleeping with his boss' insatiable wife or social climbing for sport. And when he sets his sights on Olivia, she falls under the spell of this handsome stranger, unaware that he has his eye on more than just his beauty - and his mind on something unimaginable. When the two run into a problem the local policeman, who happens to be a childhood friend of Olivia's, seems to be turning a blind eye to incriminating evidence. 
actors: Rob Lowe, Meg Tilly, Kim Cattrall
directors: Bob Swaim
language: English, French
runtime: 91 min","Rob Lowe, Meg Tilly, Kim Cattrall","Young heiress Olivia Lawrence seems to have them all: good-breeding and a two-hundred-million-dollar fortune. But behind the serene façade of her Easthampton seaside estate, something is missing: passion. Enter Timothy Whalen, the young sailing instructor and playboy who isn't ashamed of sleeping with his boss' insatiable wife or social climbing for sport. And when he sets his sights on Olivia, she falls under the spell of this handsome stranger, unaware that he has his eye on more than just his beauty - and his mind on something unimaginable. When the two run into a problem the local policeman, who happens to be a childhood friend of Olivia's, seems to be turning a blind eye to incriminating evidence.",https://m.media-amazon.com/images/M/MV5BYjY2MDQzYzctZmZhZi00NWI1LWFjYzEtNjE0NDc4ZWYyMTgzXkEyXkFqcGc@._V1_SX300.jpg,Bob Swaim,"English, French",91 min
4523,3980,Milagro Beanfield War (1988),"Comedy,Drama,Fantasy","beautiful scenery,feel good movie,feel-good,good,good soundtrack,great,great movie,mentor,original,small town,whimsical",3.3656572412818377,tt0095638,"Movie's title: Milagro Beanfield War (1988)
genres: Comedy,Drama,Fantasy
tags: beautiful scenery,feel good movie,feel-good,good,good soundtrack,great,great movie,mentor,original,small town,whimsical
plot: In the tiny town of Milagro, New Mexico, where the local water is a premium resource, shady developer Ladd Devine has conceived a glitzy resort that will ultimately siphon off all the water from the neighboring crop-fields. When handyman and farmer Joe Mondragon accidentally breaks a water valve reserved for major companies, he inadvertently sets off a small-scale water-rights war between the farmers and the developers. 
actors: Rubén Blades, Richard Bradford, Sonia Braga
directors: Robert Redford
language: English, Spanish
runtime: 117 min","Rubén Blades, Richard Bradford, Sonia Braga","In the tiny town of Milagro, New Mexico, where the local water is a premium resource, shady developer Ladd Devine has conceived a glitzy resort that will ultimately siphon off all the water from the neighboring crop-fields. When handyman and farmer Joe Mondragon accidentally breaks a water valve reserved for major companies, he inadvertently sets off a small-scale water-rights war between the farmers and the developers.",https://m.media-amazon.com/images/M/MV5BYTExZDljZjAtMTllNy00YjE3LTk5MzktMjFlZWI1NzgxZmYxXkEyXkFqcGc@._V1_SX300.jpg,Robert Redford,"English, Spanish",117 min
4524,3981,Moon Over Parador (1988),Comedy,"comedy,latin america",3.197393412699955,tt0095654,"Movie's title: Moon Over Parador (1988)
genres: Comedy
tags: comedy,latin america
plot: Little known actor Jack Noah is working on location in the country of Parador at the time the dictator dies. The dictator's right-hand man Roberto makes Jack an offer he cannot refuse: to play the dictator. Jack's acting skills fool the masses, but not close friends and employees of the dictator. 
actors: Richard Dreyfuss, Raul Julia, Sonia Braga
directors: Paul Mazursky
language: English
runtime: 103 min","Richard Dreyfuss, Raul Julia, Sonia Braga","Little known actor Jack Noah is working on location in the country of Parador at the time the dictator dies. The dictator's right-hand man Roberto makes Jack an offer he cannot refuse: to play the dictator. Jack's acting skills fool the masses, but not close friends and employees of the dictator.",https://m.media-amazon.com/images/M/MV5BNTYxMTk2ZDMtY2UwMC00OTM4LTk1MjQtZjAzNThlZjk5ODMxXkEyXkFqcGc@._V1_SX300.jpg,Paul Mazursky,English,103 min
4525,3982,Moving (1988),Comedy,"chase,comedy,family,fun movie,hilarious,new jersey,off-beat comedy,silly fun",3.225554497596939,tt0095662,"Movie's title: Moving (1988)
genres: Comedy
tags: chase,comedy,family,fun movie,hilarious,new jersey,off-beat comedy,silly fun
plot: Meet Arlo Pear! He's a family man with a loving wife, a rebellious daughter, twin sons, and a half-dead dog, he's also got a nice job with the city in New Jersey. He's a mass transit engineer. But one day Arlo is fired so he must try to get another job. He finds a similar one to his old one, except it's in Boise, Idaho. Sounds good to Arlo, so he can finally get away from his insane neighbor who has a lawn mower the size of Pennsylvania. Only problem, how to break it to the family? The decision is soon made: they're moving. Now they've got to sell their house which has hilarious results, so now they need to get movers. Two former cons now movers show up with King Kong Bundy. Now, they gotta find a new house in Idaho. They soon find their dream house, so they return to New Jersey and head off to Boise. Arlo hires a man (Dana Carvey) to drive his SAAB to Idaho, not knowing he's a man of eight personalities. And if that isn't bad enough, their new house is not what they expected, and their neighbor in New Jeresey's twin brother lives next door and he's got a gigantic mower also. And as if things couldn't get any worse, they do. Arlo loses his new job and the movers never showed up. So now it's time for Arlo to kick some serious A$$! 
actors: Richard Pryor, Beverly Todd, Stacey Dash
directors: Alan Metter
language: English
runtime: 89 min","Richard Pryor, Beverly Todd, Stacey Dash","Meet Arlo Pear! He's a family man with a loving wife, a rebellious daughter, twin sons, and a half-dead dog, he's also got a nice job with the city in New Jersey. He's a mass transit engineer. But one day Arlo is fired so he must try to get another job. He finds a similar one to his old one, except it's in Boise, Idaho. Sounds good to Arlo, so he can finally get away from his insane neighbor who has a lawn mower the size of Pennsylvania. Only problem, how to break it to the family? The decision is soon made: they're moving. Now they've got to sell their house which has hilarious results, so now they need to get movers. Two former cons now movers show up with King Kong Bundy. Now, they gotta find a new house in Idaho. They soon find their dream house, so they return to New Jersey and head off to Boise. Arlo hires a man (Dana Carvey) to drive his SAAB to Idaho, not knowing he's a man of eight personalities. And if that isn't bad enough, their new house is not what they expected, and their neighbor in New Jeresey's twin brother lives next door and he's got a gigantic mower also. And as if things couldn't get any worse, they do. Arlo loses his new job and the movers never showed up. So now it's time for Arlo to kick some serious A$$!",https://m.media-amazon.com/images/M/MV5BZmE0MTFjZmYtZDRjOS00MGI0LWE1YzAtMTY4ZTA4NjNkMjNkXkEyXkFqcGc@._V1_SX300.jpg,Alan Metter,English,89 min
4526,3983,My Stepmother Is an Alien (1988),"Comedy,Romance,Sci-Fi","alien,alien invasion,aliens,comedy,first contact,mars,silly,single father,so bad it's funny,space",2.9300341168721458,tt0095687,"Movie's title: My Stepmother Is an Alien (1988)
genres: Comedy,Romance,Sci-Fi
tags: alien,alien invasion,aliens,comedy,first contact,mars,silly,single father,so bad it's funny,space
plot: An alien is sent on a secret mission to Earth, where she appears as a gorgeous, attractive, and single lady. Her mission is to make contact with a rather nerdy young scientist, who's quite overwhelmed by her attentions, and isn't aware of the connection between her arrival and his work. 
actors: Dan Aykroyd, Kim Basinger, Jon Lovitz
directors: Richard Benjamin
language: English
runtime: 105 min","Dan Aykroyd, Kim Basinger, Jon Lovitz","An alien is sent on a secret mission to Earth, where she appears as a gorgeous, attractive, and single lady. Her mission is to make contact with a rather nerdy young scientist, who's quite overwhelmed by her attentions, and isn't aware of the connection between her arrival and his work.",https://m.media-amazon.com/images/M/MV5BMmNmOWQ2NmUtOTcyZi00MGI5LWI5NDEtYzRkZWMxNWQ5Mjk5XkEyXkFqcGc@._V1_SX300.jpg,Richard Benjamin,English,105 min
4527,3984,"Night in the Life of Jimmy Reardon, A (1988)","Comedy,Romance","original,teen,teen movie,teens,unlikeable characters",3.160478639029531,tt0095736,"Movie's title: Night in the Life of Jimmy Reardon, A (1988)
genres: Comedy,Romance
tags: original,teen,teen movie,teens,unlikeable characters
plot: A recent high school graduate is faced with two options, either go to a business school where his father wants him to go to, or get a full time job. However he decides to defy his father and go to Hawaii. Trouble is he has no money. Along the way he comes to understand his parents and eventually bonds with his father. 
actors: River Phoenix, Ann Magnuson, Meredith Salenger
directors: William Richert
language: English
runtime: 90 min","River Phoenix, Ann Magnuson, Meredith Salenger","A recent high school graduate is faced with two options, either go to a business school where his father wants him to go to, or get a full time job. However he decides to defy his father and go to Hawaii. Trouble is he has no money. Along the way he comes to understand his parents and eventually bonds with his father.",https://m.media-amazon.com/images/M/MV5BNWY5Y2VkZjItMjdhZC00ZDNkLTlkNGEtOWEwNzVkY2M0ZmY3XkEyXkFqcGc@._V1_SX300.jpg,William Richert,English,90 min
4528,3985,Off Limits (1988),"Action,Thriller,War","cult film,investigation,murder,murder mystery,nudity (topless),pornography,serial killer,vietnam,vietnam war,wartime",3.250972952042855,tt0095774,"Movie's title: Off Limits (1988)
genres: Action,Thriller,War
tags: cult film,investigation,murder,murder mystery,nudity (topless),pornography,serial killer,vietnam,vietnam war,wartime
plot: McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However, their job becomes even harder when they start investigating the serial killings of local prostitutes. Their prime suspect is high ranking U.S. Army officer which brings their lives in danger. 
actors: Willem Dafoe, Gregory Hines, Fred Ward
directors: Christopher Crowe
language: English
runtime: 102 min","Willem Dafoe, Gregory Hines, Fred Ward","McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However, their job becomes even harder when they start investigating the serial killings of local prostitutes. Their prime suspect is high ranking U.S. Army officer which brings their lives in danger.",https://m.media-amazon.com/images/M/MV5BNjA4ZTU2MDgtYWM3ZC00OTU0LWIyMDUtYjVhZjQ0ODhlMWJhXkEyXkFqcGc@._V1_SX300.jpg,Christopher Crowe,English,102 min
4529,3986,Bagdad Cafe (Out of Rosenheim) (1987),"Comedy,Drama","desert,feel-good,loneliness,magic,melancholic,original,quirky,touching,unlikely friendships,weird",3.409021067752559,tt0095801,"Movie's title: Bagdad Cafe (Out of Rosenheim) (1987)
genres: Comedy,Drama
tags: desert,feel-good,loneliness,magic,melancholic,original,quirky,touching,unlikely friendships,weird
plot: Out of Rosenheim (Bagdad Café) is a look into the lives (and minds) of some people we all have encountered, but few of us ever get to know. This film (a 'fish out odd water'-type tale) shows how one person can affect a disparate community. The Adlons express the view that change and ""magic"" comes from hard work and mutual understanding/acceptance. A well-crafted view of the lives of people everywhere and the difficulties we all can face. A whimsical story, lovingly shot by people who - unfamiliar with what others too often ignore give this arid area - the bleak, and arrid South West, an almost fairytale-like beauty. 
actors: Marianne Sägebrecht, CCH Pounder, Jack Palance
directors: Percy Adlon
language: English, German
runtime: 95 min","Marianne Sägebrecht, CCH Pounder, Jack Palance","Out of Rosenheim (Bagdad Café) is a look into the lives (and minds) of some people we all have encountered, but few of us ever get to know. This film (a 'fish out odd water'-type tale) shows how one person can affect a disparate community. The Adlons express the view that change and ""magic"" comes from hard work and mutual understanding/acceptance. A well-crafted view of the lives of people everywhere and the difficulties we all can face. A whimsical story, lovingly shot by people who - unfamiliar with what others too often ignore give this arid area - the bleak, and arrid South West, an almost fairytale-like beauty.",https://m.media-amazon.com/images/M/MV5BNWYwNmE4ZjktNGExNS00NmJlLWI4NTEtOTNmNGVhY2NiYWQ3XkEyXkFqcGc@._V1_SX300.jpg,Percy Adlon,"English, German",95 min
4530,3987,Permanent Record (1988),Drama,"80s,awesome soundtrack,cult film,death,emotional,friendship,good soundtrack,high school,intense,original,suicide,teen,teen movie,teenager,teenagers,teens,touching",3.2566917911926394,tt0095853,"Movie's title: Permanent Record (1988)
genres: Drama
tags: 80s,awesome soundtrack,cult film,death,emotional,friendship,good soundtrack,high school,intense,original,suicide,teen,teen movie,teenager,teenagers,teens,touching
plot: David Sinclair seems to have everything going for him: he's smart, musically talented, and very successful. To top off his senior year in high school, his band is trying to get a recording session. Therefore, David's suicide leaves everyone, especially his best friend and band-mate, Chris, with a lot of questions. 
actors: Alan Boyce, Keanu Reeves, Pamela Gidley
directors: Marisa Silver
language: English
runtime: 91 min","Alan Boyce, Keanu Reeves, Pamela Gidley","David Sinclair seems to have everything going for him: he's smart, musically talented, and very successful. To top off his senior year in high school, his band is trying to get a recording session. Therefore, David's suicide leaves everyone, especially his best friend and band-mate, Chris, with a lot of questions.",https://m.media-amazon.com/images/M/MV5BOTVhOTYzZmMtN2ZmNS00OTg3LWJmMzktMjJjYzdiZGI5OWEzXkEyXkFqcGc@._V1_SX300.jpg,Marisa Silver,English,91 min
4531,3988,Red Heat (1988),Action,"action,arnold,buddy movie,chase,fight scenes,fun movie,good action,police,russia",3.079998796267107,tt0095963,"Movie's title: Red Heat (1988)
genres: Action
tags: action,arnold,buddy movie,chase,fight scenes,fun movie,good action,police,russia
plot: A mutually uneasy alliance is formed between the stern Captain Ivan Danko of the Moscow Police and his American equivalent, the Chicago Detective Art Ridzik when the latter captures Viktor Rostavili, a dangerous Georgian drug kingpin. With his partner murdered by Viktor's hands, Ivan lands in Chicago to extradite the crime lord back to Russia, however, when he manages to escape, a frenzied chase in the bustling downtown will begin. In the end, to bring down the ruthless criminal, are the two reluctant comrades who are worlds apart willing to put their differences aside? 
actors: Arnold Schwarzenegger, Jim Belushi, Peter Boyle
directors: Walter Hill
language: English, Russian, Spanish
runtime: 104 min","Arnold Schwarzenegger, Jim Belushi, Peter Boyle","A mutually uneasy alliance is formed between the stern Captain Ivan Danko of the Moscow Police and his American equivalent, the Chicago Detective Art Ridzik when the latter captures Viktor Rostavili, a dangerous Georgian drug kingpin. With his partner murdered by Viktor's hands, Ivan lands in Chicago to extradite the crime lord back to Russia, however, when he manages to escape, a frenzied chase in the bustling downtown will begin. In the end, to bring down the ruthless criminal, are the two reluctant comrades who are worlds apart willing to put their differences aside?",https://m.media-amazon.com/images/M/MV5BYzE2MjAxZDItOTM5Yi00ZGNjLThjMDMtYTg1NmNhZWY0ZWUxXkEyXkFqcGc@._V1_SX300.jpg,Walter Hill,"English, Russian, Spanish",104 min
4532,3989,Return of the Living Dead Part II (1988),"Comedy,Horror","camp,cult classic,cult film,horror,original,so bad it's funny,splatter,zombie,zombies",3.1496502863541576,tt0095990,"Movie's title: Return of the Living Dead Part II (1988)
genres: Comedy,Horror
tags: camp,cult classic,cult film,horror,original,so bad it's funny,splatter,zombie,zombies
plot: In this first sequel to The Return of the Living Dead, a group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxen gas into the air, causing the dead to once again rise from the grave and seek out brains. 
actors: James Karen, Thom Mathews, Michael Kenworthy
directors: Ken Wiederhorn
language: English
runtime: 89 min","James Karen, Thom Mathews, Michael Kenworthy","In this first sequel to The Return of the Living Dead, a group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxen gas into the air, causing the dead to once again rise from the grave and seek out brains.",https://m.media-amazon.com/images/M/MV5BZGJkZTEzNmUtYmY4NS00OTU1LTk3YTMtNmY4MzY4YmMxNWE5XkEyXkFqcGc@._V1_SX300.jpg,Ken Wiederhorn,English,89 min
4533,3990,"Return of the Living Dead, The (1985)","Comedy,Horror,Sci-Fi","apocalypse,awesome soundtrack,creepy,cult classic,cult film,dark humor,good soundtrack,goofy,gory,grindhouse,horror,humorous,low budget,nudity (full frontal - notable),original,quotable,splatter,zombie,zombies",3.312397050426722,tt0089907,"Movie's title: Return of the Living Dead, The (1985)
genres: Comedy,Horror,Sci-Fi
tags: apocalypse,awesome soundtrack,creepy,cult classic,cult film,dark humor,good soundtrack,goofy,gory,grindhouse,horror,humorous,low budget,nudity (full frontal - notable),original,quotable,splatter,zombie,zombies
plot: When a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to re-animate as they go on a rampage through Louisville, Kentucky seeking their favorite food, brains. 
actors: Clu Gulager, James Karen, Don Calfa
directors: Dan O'Bannon
language: English
runtime: 91 min","Clu Gulager, James Karen, Don Calfa","When a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to re-animate as they go on a rampage through Louisville, Kentucky seeking their favorite food, brains.",https://m.media-amazon.com/images/M/MV5BYmQ4MTIwNzgtYzM4Zi00NWU4LWJmNjQtZGNhOTFiNDM2NmM2XkEyXkFqcGc@._V1_SX300.jpg,Dan O'Bannon,English,91 min
