movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content
436,409,Color of Night (1994),"Drama,Thriller","detective,erotic,murder,mystery,nudity,nudity (full frontal - notable),nudity (full frontal),original,plot twist,police investigation,pornography,sex,sexual,sexy,suspense,thriller,twist,twists & turns",2.944197470289888,tt0109456,"Movie's title: Color of Night (1994)
genres: Drama,Thriller
tags: detective,erotic,murder,mystery,nudity,nudity (full frontal - notable),nudity (full frontal),original,plot twist,police investigation,pornography,sex,sexual,sexy,suspense,thriller,twist,twists & turns"
437,410,Cops and Robbersons (1994),Comedy,"chase,family,saturday night live,surveillance",2.885268700818509,tt0109480,"Movie's title: Cops and Robbersons (1994)
genres: Comedy
tags: chase,family,saturday night live,surveillance"
438,411,"Cowboy Way, The (1994)","Action,Comedy,Drama","fun movie,goofy,new york city",3.017551986858974,tt0109493,"Movie's title: Cowboy Way, The (1994)
genres: Action,Comedy,Drama
tags: fun movie,goofy,new york city"
439,412,Dangerous Game (1993),Drama,"israel,life philosophy,nudity (topless - notable)",3.2378546763237446,tt0106660,"Movie's title: Dangerous Game (1993)
genres: Drama
tags: israel,life philosophy,nudity (topless - notable)"
440,413,Dave (1993),"Comedy,Romance","comedy,conspiracy,conspiracy theory,corruption,fantasy,feel good movie,feel-good,fun movie,good,great,great movie,happy ending,idealism,light,original,political,politics,president,secret service,world politics",3.5826002513504895,tt0106673,"Movie's title: Dave (1993)
genres: Comedy,Romance
tags: comedy,conspiracy,conspiracy theory,corruption,fantasy,feel good movie,feel-good,fun movie,good,great,great movie,happy ending,idealism,light,original,political,politics,president,secret service,world politics"
441,414,Dazed and Confused (1993),Comedy,"1970s,adolescence,awesome soundtrack,beer,bullying,cheerleading,coming of age,coming-of-age,cool,criterion,cult classic,cult film,drinking,drugs,ensemble cast,francis ford copolla,fun movie,geeks,good soundtrack,great soundtrack,high school,highly quotable,independent film,marijuana,nostalgic,original,quotable,rebellion,rock and roll,school,slackers,small town,stoner movie,suburbia,teen,teen movie,teenager,teenagers,teens,texas,virginity,weed",3.626761368726944,tt0106677,"Movie's title: Dazed and Confused (1993)
genres: Comedy
tags: 1970s,adolescence,awesome soundtrack,beer,bullying,cheerleading,coming of age,coming-of-age,cool,criterion,cult classic,cult film,drinking,drugs,ensemble cast,francis ford copolla,fun movie,geeks,good soundtrack,great soundtrack,high school,highly quotable,independent film,marijuana,nostalgic,original,quotable,rebellion,rock and roll,school,slackers,small town,stoner movie,suburbia,teen,teen movie,teenager,teenagers,teens,texas,virginity,weed"
442,415,Demolition Man (1993),"Action,Adventure,Sci-Fi","action,action packed,chase,comedy,cool,dystopia,dystopic future,explosions,fast paced,fight scenes,fun movie,future,futuristic,good action,lone hero,los angeles,satirical,sci fi,sci-fi,science fiction,scifi,silly fun,violence",3.058311693633194,tt0106697,"Movie's title: Demolition Man (1993)
genres: Action,Adventure,Sci-Fi
tags: action,action packed,chase,comedy,cool,dystopia,dystopic future,explosions,fast paced,fight scenes,fun movie,future,futuristic,good action,lone hero,los angeles,satirical,sci fi,sci-fi,science fiction,scifi,silly fun,violence"
443,416,"Endless Summer 2, The (1994)","Adventure,Documentary","australia,california,good soundtrack,hawaii,narrated,new jersey,original,photography,sequel,south africa,surfing",3.291106188164296,tt0109729,"Movie's title: Endless Summer 2, The (1994)
genres: Adventure,Documentary
tags: australia,california,good soundtrack,hawaii,narrated,new jersey,original,photography,sequel,south africa,surfing"
444,417,Even Cowgirls Get the Blues (1993),"Comedy,Romance","adaptation,adapted from:book,based on a book,based on book,book,book was better,books,original,pornography,weird",2.844100568320903,tt0106834,"Movie's title: Even Cowgirls Get the Blues (1993)
genres: Comedy,Romance
tags: adaptation,adapted from:book,based on a book,based on book,book,book was better,books,original,pornography,weird"
445,418,Fatal Instinct (1993),Comedy,"comedy,parody,silly,silly fun,slapstick,spoof",3.040656867230199,tt0106873,"Movie's title: Fatal Instinct (1993)
genres: Comedy
tags: comedy,parody,silly,silly fun,slapstick,spoof"
446,419,Farewell My Concubine (Ba wang bie ji) (1993),"Drama,Romance","adapted from:book,beautifully filmed,betrayal,china,cinematography,complex,dramatic,epic,foreign,friendship,golden palm,history,love,masterpiece,movielens top pick,obsession,opera,original,passionate,revolution,storytelling,stunning,stylized,visual,visually appealing,visually stunning",3.7320501538135447,tt0106332,"Movie's title: Farewell My Concubine (Ba wang bie ji) (1993)
genres: Drama,Romance
tags: adapted from:book,beautifully filmed,betrayal,china,cinematography,complex,dramatic,epic,foreign,friendship,golden palm,history,love,masterpiece,movielens top pick,obsession,opera,original,passionate,revolution,storytelling,stunning,stylized,visual,visually appealing,visually stunning"
447,420,"Favor, The (1994)","Comedy,Romance","fun movie,life philosophy",3.154180812256091,tt0109783,"Movie's title: Favor, The (1994)
genres: Comedy,Romance
tags: fun movie,life philosophy"
448,421,Fearless (1993),Drama,"character study,death,depression,emotional,existentialism,guilt,life & death,loneliness,melancholic,original",3.4720188678567188,tt0106881,"Movie's title: Fearless (1993)
genres: Drama
tags: character study,death,depression,emotional,existentialism,guilt,life & death,loneliness,melancholic,original"
449,422,Fear of a Black Hat (1994),Comedy,"comedy,culture clash,funny,hilarious,hip hop,humorous,mockumentary,original,parody,satire,satirical,spoof,stereotypes,very funny",3.3371055327953765,tt0106880,"Movie's title: Fear of a Black Hat (1994)
genres: Comedy
tags: comedy,culture clash,funny,hilarious,hip hop,humorous,mockumentary,original,parody,satire,satirical,spoof,stereotypes,very funny"
450,423,With Honors (1994),"Comedy,Drama","college,destiny,drama,feel good movie,feel-good,friendship,good,heartwarming,homeless,inspirational,life,life philosophy,mentor,sentimental,tear jerker,touching,unlikely friendships",3.330986026966493,tt0111732,"Movie's title: With Honors (1994)
genres: Comedy,Drama
tags: college,destiny,drama,feel good movie,feel-good,friendship,good,heartwarming,homeless,inspirational,life,life philosophy,mentor,sentimental,tear jerker,touching,unlikely friendships"
451,424,Flesh and Bone (1993),"Drama,Mystery,Romance","nudity (topless - notable),texas",3.1990275707985676,tt0106926,"Movie's title: Flesh and Bone (1993)
genres: Drama,Mystery,Romance
tags: nudity (topless - notable),texas"
452,425,Widows' Peak (1994),Drama,"costume drama,ireland,irish,irish accent,original,secrets",3.4070756298187006,tt0111712,"Movie's title: Widows' Peak (1994)
genres: Drama
tags: costume drama,ireland,irish,irish accent,original,secrets"
453,426,For Love or Money (1993),"Comedy,Romance","dreams,fun movie,hotel,love story,romance,romantic,romantic comedy",3.2007249561031053,tt0106941,"Movie's title: For Love or Money (1993)
genres: Comedy,Romance
tags: dreams,fun movie,hotel,love story,romance,romantic,romantic comedy"
454,427,"Firm, The (1993)","Drama,Thriller","adaptation,adapted from:book,based on a book,based on book,book,book was better,books,chase,conspiracy,corruption,good,greed,lawyer,lawyers,mentor,runaway,secrets,surveillance,suspense,suspenseful,tense,thriller,tom clancy,twists & turns",3.4843016553805635,tt0106918,"Movie's title: Firm, The (1993)
genres: Drama,Thriller
tags: adaptation,adapted from:book,based on a book,based on book,book,book was better,books,chase,conspiracy,corruption,good,greed,lawyer,lawyers,mentor,runaway,secrets,surveillance,suspense,suspenseful,tense,thriller,tom clancy,twists & turns"
455,428,Free Willy (1993),"Adventure,Children,Drama","adventure,animal movie,animals,childhood,children,cute!,family,kids,kids and family",2.7089938867082974,tt0106965,"Movie's title: Free Willy (1993)
genres: Adventure,Children,Drama
tags: adventure,animal movie,animals,childhood,children,cute!,family,kids,kids and family"
456,429,Fresh (1994),"Crime,Drama,Thriller","adolescence,chess,childhood,crime,crime gone awry,drama,dramatic,drug addiction,drugs,father son relationship,gangsters,good soundtrack,great acting,gritty,harsh,mentor,original,poverty,social commentary,storytelling,violence",3.5057451264303126,tt0109842,"Movie's title: Fresh (1994)
genres: Crime,Drama,Thriller
tags: adolescence,chess,childhood,crime,crime gone awry,drama,dramatic,drug addiction,drugs,father son relationship,gangsters,good soundtrack,great acting,gritty,harsh,mentor,original,poverty,social commentary,storytelling,violence"
457,430,"Fugitive, The (1993)",Thriller,"action,action packed,adventure,based on a tv show,big budget,cerebral,chase,conspiracy,corruption,crime,doctors,drama,excellent,exciting,fast paced,good,good acting,good action,great,great acting,great ending,great movie,imdb top 250,intense,interesting,investigation,justice,mentor,murder,murder mystery,mystery,obsession,original,oscar,oscar (best cinematography),oscar (best directing),oscar (best supporting actor),oscar winner,plot,police investigation,realistic action,runaway,series,suspense,suspenseful,tense,thriller,tom clancy,twists & turns",3.9672828241792812,tt0106977,"Movie's title: Fugitive, The (1993)
genres: Thriller
tags: action,action packed,adventure,based on a tv show,big budget,cerebral,chase,conspiracy,corruption,crime,doctors,drama,excellent,exciting,fast paced,good,good acting,good action,great,great acting,great ending,great movie,imdb top 250,intense,interesting,investigation,justice,mentor,murder,murder mystery,mystery,obsession,original,oscar,oscar (best cinematography),oscar (best directing),oscar (best supporting actor),oscar winner,plot,police investigation,realistic action,runaway,series,suspense,suspenseful,tense,thriller,tom clancy,twists & turns"
458,431,Geronimo: An American Legend (1993),"Drama,Western","genocide,gunfight,historical,history,indians,native americans,slavery,us history",3.218698970716239,tt0107004,"Movie's title: Geronimo: An American Legend (1993)
genres: Drama,Western
tags: genocide,gunfight,historical,history,indians,native americans,slavery,us history"
459,432,"Getaway, The (1994)","Action,Adventure,Crime,Drama,Romance,Thriller","action,betrayal,good action,original,remake",3.0384175518377137,tt0109890,"Movie's title: Getaway, The (1994)
genres: Action,Adventure,Crime,Drama,Romance,Thriller
tags: action,betrayal,good action,original,remake"
461,433,Go Fish (1994),"Drama,Romance","gay,gay character,lesbian,pornography,queer,relationships,very interesting,women",3.298238374349377,tt0109913,"Movie's title: Go Fish (1994)
genres: Drama,Romance
tags: gay,gay character,lesbian,pornography,queer,relationships,very interesting,women"
462,434,"Good Man in Africa, A (1994)","Action,Adventure","africa,farce,original,satire,satirical",3.177523204967416,tt0109920,"Movie's title: Good Man in Africa, A (1994)
genres: Action,Adventure
tags: africa,farce,original,satire,satirical"
463,435,Guilty as Sin (1993),"Crime,Drama,Thriller","lawyer,thriller",3.1536943725532316,tt0107057,"Movie's title: Guilty as Sin (1993)
genres: Crime,Drama,Thriller
tags: lawyer,thriller"
464,436,Hard Target (1993),"Action,Adventure,Crime,Thriller","action,action packed,chase,explosions,fight scenes,good action,gunfight,homeless,hunting,martial arts,new orleans",3.0231102218624466,tt0107076,"Movie's title: Hard Target (1993)
genres: Action,Adventure,Crime,Thriller
tags: action,action packed,chase,explosions,fight scenes,good action,gunfight,homeless,hunting,martial arts,new orleans"
465,437,Heaven & Earth (1993),"Action,Drama,War","best war films,brutality,civil war,innocence lost,iraq,original,vietnam,vietnam war,war,war movie,wartime",3.266098555148802,tt0107096,"Movie's title: Heaven & Earth (1993)
genres: Action,Drama,War
tags: best war films,brutality,civil war,innocence lost,iraq,original,vietnam,vietnam war,war,war movie,wartime"
466,438,Hot Shots! Part Deux (1993),"Action,Comedy,War","absurd,comedy,dumb but funny,fun movie,funniest movies,funny,funny as hell,good sequel,goofy,hilarious,humor,humorous,original,parody,sequel,silly,silly fun,slapstick,spoof,very funny",2.945268023552124,tt0107144,"Movie's title: Hot Shots! Part Deux (1993)
genres: Action,Comedy,War
tags: absurd,comedy,dumb but funny,fun movie,funniest movies,funny,funny as hell,good sequel,goofy,hilarious,humor,humorous,original,parody,sequel,silly,silly fun,slapstick,spoof,very funny"
467,439,Live Nude Girls (1995),Comedy,"lesbian,nudity,nudity (topless - notable),nudity (topless),pornography,relationships,sex,sexual,sexy,strippers,women",3.3080927864115757,tt0113674,"Movie's title: Live Nude Girls (1995)
genres: Comedy
tags: lesbian,nudity,nudity (topless - notable),nudity (topless),pornography,relationships,sex,sexual,sexy,strippers,women"
468,440,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy,Romance","british,england,feel good movie,feel-good,original,romantic,wartime,whimsical",3.3103177260397856,tt0112966,"Movie's title: Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)
genres: Comedy,Romance
tags: british,england,feel good movie,feel-good,original,romantic,wartime,whimsical"
469,441,"House of the Spirits, The (1993)","Drama,Romance","adaptation,adapted from:book,based on a book,based on book,book,book was better,books,latin america,magic realism,nudity (topless - brief)",3.2690257375207548,tt0107151,"Movie's title: House of the Spirits, The (1993)
genres: Drama,Romance
tags: adaptation,adapted from:book,based on a book,based on book,book,book was better,books,latin america,magic realism,nudity (topless - brief)"
470,442,House Party 3 (1994),Comedy,"hip hop,original",2.9695504124027376,tt0110064,"Movie's title: House Party 3 (1994)
genres: Comedy
tags: hip hop,original"
471,443,"Hudsucker Proxy, The (1994)",Comedy,"affectionate,cinematography,clever,coen bros,coen brothers,comedy,cult classic,dialogue,fantasy,golden palm,great,great ending,great movie,greed,imagination,imdb top 250,original,quirky,quotable,satirical,screwball comedy,storytelling,stylized,surreal,talky,visual,visually appealing,visually stunning,weird,whimsical,witty",3.6229167231911226,tt0110074,"Movie's title: Hudsucker Proxy, The (1994)
genres: Comedy
tags: affectionate,cinematography,clever,coen bros,coen brothers,comedy,cult classic,dialogue,fantasy,golden palm,great,great ending,great movie,greed,imagination,imdb top 250,original,quirky,quotable,satirical,screwball comedy,storytelling,stylized,surreal,talky,visual,visually appealing,visually stunning,weird,whimsical,witty"
472,444,I'll Do Anything (1994),"Comedy,Drama",original,3.1298953112092693,tt0110097,"Movie's title: I'll Do Anything (1994)
genres: Comedy,Drama
tags: original"
473,445,In the Army Now (1994),"Comedy,War","comedy,funny,idiotic,original,stupid,stupidity,very funny",2.774706222622382,tt0110123,"Movie's title: In the Army Now (1994)
genres: Comedy,War
tags: comedy,funny,idiotic,original,stupid,stupidity,very funny"
474,446,In the Line of Fire (1993),"Action,Thriller","action,assassin,assassination,assassins,chase,conspiracy,conspiracy theory,excellent,exciting,fast paced,good,good action,great acting,great ending,great movie,gunfight,intense,mentor,original,oscar winner,paranoid,president,runaway,secret service,suspense,suspenseful,tense,thriller,twists & turns",3.702339957144718,tt0107206,"Movie's title: In the Line of Fire (1993)
genres: Action,Thriller
tags: action,assassin,assassination,assassins,chase,conspiracy,conspiracy theory,excellent,exciting,fast paced,good,good action,great acting,great ending,great movie,gunfight,intense,mentor,original,oscar winner,paranoid,president,runaway,secret service,suspense,suspenseful,tense,thriller,twists & turns"
475,447,In the Name of the Father (1993),Drama,"based on a true story,based on true story,brutality,compassionate,complex,corruption,courtroom,crime,death penalty,drama,dramatic,england,excellent script,factual,father son relationship,good soundtrack,great acting,great ending,idealism,imdb top 250,intense,ireland,irish,irish accent,justice,lawyer,lawyers,original,oscar (best actor),oscar (best directing),police,police corruption,political,politics,powerful ending,prison,storytelling,true story",3.842657938656075,tt0107207,"Movie's title: In the Name of the Father (1993)
genres: Drama
tags: based on a true story,based on true story,brutality,compassionate,complex,corruption,courtroom,crime,death penalty,drama,dramatic,england,excellent script,factual,father son relationship,good soundtrack,great acting,great ending,idealism,imdb top 250,intense,ireland,irish,irish accent,justice,lawyer,lawyers,original,oscar (best actor),oscar (best directing),police,police corruption,political,politics,powerful ending,prison,storytelling,true story"
476,448,"Inkwell, The (1994)","Comedy,Drama","adolescence,coming of age,coming-of-age,teen movie",3.227807310049723,tt0110137,"Movie's title: Inkwell, The (1994)
genres: Comedy,Drama
tags: adolescence,coming of age,coming-of-age,teen movie"
477,449,What's Love Got to Do with It? (1993),"Drama,Musical","based on a true story,based on true story,biographical,biography,biopic,dramatic,mentor,musicians,original,oscar (best actress),rock and roll,true story",3.4859988647696305,tt0108551,"Movie's title: What's Love Got to Do with It? (1993)
genres: Drama,Musical
tags: based on a true story,based on true story,biographical,biography,biopic,dramatic,mentor,musicians,original,oscar (best actress),rock and roll,true story"
478,450,Jimmy Hollywood (1994),"Comedy,Crime,Drama","life philosophy,vigilante",3.1181467197628576,tt0110197,"Movie's title: Jimmy Hollywood (1994)
genres: Comedy,Crime,Drama
tags: life philosophy,vigilante"
479,451,Judgment Night (1993),"Action,Crime,Thriller","action,awesome soundtrack,chase,fast paced,gangsters,good,good action,good soundtrack,original,suspense",3.097753903978667,tt0107286,"Movie's title: Judgment Night (1993)
genres: Action,Crime,Thriller
tags: action,awesome soundtrack,chase,fast paced,gangsters,good,good action,good soundtrack,original,suspense"
480,452,Jurassic Park (1993),"Action,Adventure,Sci-Fi,Thriller","action,action packed,adapted from:book,adventure,based on a book,based on book,big budget,catastrophe,cgi,chase,childhood,children,cloning,computer animation,dinosaurs,dynamic cgi action,effects,entertaining,exciting,fantasy,franchise,fun movie,futuristic,genetics,good,good acting,good action,great,great ending,great movie,imdb top 250,intense,island,kids,kids and family,natural disaster,original,original plot,oscar (best effects - visual effects),oscar (best sound),oscar winner,pg-13,saturn award (best science fiction film),saturn award (best special effects),scary,scenic,sci-fi,science,science fiction,scifi,special effects,spielberg,story,storytelling,survival,suspense,suspenseful,technology,tense,visual",3.656229080997559,tt0107290,"Movie's title: Jurassic Park (1993)
genres: Action,Adventure,Sci-Fi,Thriller
tags: action,action packed,adapted from:book,adventure,based on a book,based on book,big budget,catastrophe,cgi,chase,childhood,children,cloning,computer animation,dinosaurs,dynamic cgi action,effects,entertaining,exciting,fantasy,franchise,fun movie,futuristic,genetics,good,good acting,good action,great,great ending,great movie,imdb top 250,intense,island,kids,kids and family,natural disaster,original,original plot,oscar (best effects - visual effects),oscar (best sound),oscar winner,pg-13,saturn award (best science fiction film),saturn award (best special effects),scary,scenic,sci-fi,science,science fiction,scifi,special effects,spielberg,story,storytelling,survival,suspense,suspenseful,technology,tense,visual"
481,453,Kalifornia (1993),"Drama,Thriller","brutal,brutality,california,creepy,dark,dark hero,dark humor,disturbing,good soundtrack,murder,nudity (topless - brief),original,pornography,psychological,psychology,road movie,road trip,serial killer,stylish,suspenseful,tense,thriller,violence,violent",3.320392999559463,tt0107302,"Movie's title: Kalifornia (1993)
genres: Drama,Thriller
tags: brutal,brutality,california,creepy,dark,dark hero,dark humor,disturbing,good soundtrack,murder,nudity (topless - brief),original,pornography,psychological,psychology,road movie,road trip,serial killer,stylish,suspenseful,tense,thriller,violence,violent"
482,454,Killing Zoe (1994),"Crime,Drama,Thriller","bank robbery,bloody,brutal,brutality,cool,crime,dark humor,dialogue,drug abuse,drugs,gangsters,good dialogue,good soundtrack,gratuitous violence,heist,nudity (topless - notable),nudity (topless),original,paris,pulp,sexy,splatter,stylish,stylized,violence,violent",3.377818071978592,tt0110265,"Movie's title: Killing Zoe (1994)
genres: Crime,Drama,Thriller
tags: bank robbery,bloody,brutal,brutality,cool,crime,dark humor,dialogue,drug abuse,drugs,gangsters,good dialogue,good soundtrack,gratuitous violence,heist,nudity (topless - notable),nudity (topless),original,paris,pulp,sexy,splatter,stylish,stylized,violence,violent"
483,455,King of the Hill (1993),Drama,"1930s,adolescence,affectionate,beautifully filmed,bittersweet,childhood,cinematography,coming of age,coming-of-age,criterion,depression,drama,good soundtrack,great,great acting,great movie,mentor,narrated,original,period piece,poignant,runaway,storytelling",3.428626060978286,tt0107322,"Movie's title: King of the Hill (1993)
genres: Drama
tags: 1930s,adolescence,affectionate,beautifully filmed,bittersweet,childhood,cinematography,coming of age,coming-of-age,criterion,depression,drama,good soundtrack,great,great acting,great movie,mentor,narrated,original,period piece,poignant,runaway,storytelling"
484,456,Lassie (1994),"Adventure,Children","children,cute!,dog,dogs,family,kids,kids and family",3.101954778975063,tt0110305,"Movie's title: Lassie (1994)
genres: Adventure,Children
tags: children,cute!,dog,dogs,family,kids,kids and family"
485,457,Last Action Hero (1993),"Action,Adventure,Comedy,Fantasy","action,action packed,arnold,comedy,fantasy,fun,fun movie,good action,original,parody,spoof",2.821255453187203,tt0107362,"Movie's title: Last Action Hero (1993)
genres: Action,Adventure,Comedy,Fantasy
tags: action,action packed,arnold,comedy,fantasy,fun,fun movie,good action,original,parody,spoof"
486,458,Life with Mikey (1993),Comedy,"comedy,cute!,fun movie,great,kids",3.080082742936922,tt0107413,"Movie's title: Life with Mikey (1993)
genres: Comedy
tags: comedy,cute!,fun movie,great,kids"
487,459,Lightning Jack (1994),"Comedy,Western","comedy,western",3.057868082018813,tt0110353,"Movie's title: Lightning Jack (1994)
genres: Comedy,Western
tags: comedy,western"
488,460,M. Butterfly (1993),"Drama,Romance","based on a play,betrayal,cross dressing,enigmatic,obsession",3.3066688739443375,tt0107468,"Movie's title: M. Butterfly (1993)
genres: Drama,Romance
tags: based on a play,betrayal,cross dressing,enigmatic,obsession"
489,461,Made in America (1993),Comedy,"comedy,funny",2.917663291104808,tt0107478,"Movie's title: Made in America (1993)
genres: Comedy
tags: comedy,funny"
490,462,Malice (1993),Thriller,"complex,conspiracy,doctors,good,greed,manipulation,murder,murder mystery,nudity (rear),nudity (topless - brief),plot twist,secrets,suspense,suspenseful,thriller,twist,twists & turns",3.3293386645379224,tt0107497,"Movie's title: Malice (1993)
genres: Thriller
tags: complex,conspiracy,doctors,good,greed,manipulation,murder,murder mystery,nudity (rear),nudity (topless - brief),plot twist,secrets,suspense,suspenseful,thriller,twist,twists & turns"
491,463,"Man Without a Face, The (1993)",Drama,"based on a book,based on book,childhood,drama,friendship,mentor,teacher,touching,unlikely friendships",3.385721085846681,tt0107501,"Movie's title: Man Without a Face, The (1993)
genres: Drama
tags: based on a book,based on book,childhood,drama,friendship,mentor,teacher,touching,unlikely friendships"
492,464,Manhattan Murder Mystery (1993),"Comedy,Mystery","clever,comedy,complicated,detective,dialogue,enigmatic,great ending,investigation,light,murder,murder mystery,mystery,obsession,original,police investigation,secrets,storytelling,suspense,talky,twist,twists & turns,witty",3.538455021980531,tt0107507,"Movie's title: Manhattan Murder Mystery (1993)
genres: Comedy,Mystery
tags: clever,comedy,complicated,detective,dialogue,enigmatic,great ending,investigation,light,murder,murder mystery,mystery,obsession,original,police investigation,secrets,storytelling,suspense,talky,twist,twists & turns,witty"
493,465,Menace II Society (1993),"Action,Crime,Drama","bleak,bloody,brothers,brutal,brutality,drinking,drug addiction,drugs,foul language,gangs,gangster,gangsters,good soundtrack,great acting,grim,gritty,gunfight,harsh,intense,interesting,los angeles,melancholic,mentor,original,realistic,violence,violent,visceral",3.522968069027011,tt0107554,"Movie's title: Menace II Society (1993)
genres: Action,Crime,Drama
tags: bleak,bloody,brothers,brutal,brutality,drinking,drug addiction,drugs,foul language,gangs,gangster,gangsters,good soundtrack,great acting,grim,gritty,gunfight,harsh,intense,interesting,los angeles,melancholic,mentor,original,realistic,violence,violent,visceral"
494,466,Executive Decision (1996),"Action,Adventure,Thriller","action,action packed,big budget,catastrophe,chase,conspiracy,exciting,good action,islam,suspense,suspenseful,tense,terrorism,tom clancy,weapons",3.3521732673881415,tt0116253,"Movie's title: Executive Decision (1996)
genres: Action,Adventure,Thriller
tags: action,action packed,big budget,catastrophe,chase,conspiracy,exciting,good action,islam,suspense,suspenseful,tense,terrorism,tom clancy,weapons"
495,467,In the Realm of the Senses (Ai no corrida) (1976),Drama,"art,art house,bdsm,censorship,controversial,criterion,disturbing,enigmatic,erotic,intimate,loneliness,male nudity,nudity,nudity (full frontal - notable),nudity (full frontal),obsession,passionate,pornography,relationships,sex,sexual,sexuality,sexualized violence,sexy,voyeurism",3.3270954311654,tt0074102,"Movie's title: In the Realm of the Senses (Ai no corrida) (1976)
genres: Drama
tags: art,art house,bdsm,censorship,controversial,criterion,disturbing,enigmatic,erotic,intimate,loneliness,male nudity,nudity,nudity (full frontal - notable),nudity (full frontal),obsession,passionate,pornography,relationships,sex,sexual,sexuality,sexualized violence,sexy,voyeurism"
496,468,What Happened Was... (1994),"Comedy,Drama,Romance,Thriller","character study,dialogue,enigmatic,independent film,indie,innocence lost,intimate,loneliness,relationships,very interesting,weird",3.2710550946094723,tt0111689,"Movie's title: What Happened Was... (1994)
genres: Comedy,Drama,Romance,Thriller
tags: character study,dialogue,enigmatic,independent film,indie,innocence lost,intimate,loneliness,relationships,very interesting,weird"
497,469,Much Ado About Nothing (1993),"Comedy,Romance","adaptation,based on a play,feel good movie,fun movie,great acting,great movie,literature,original,shakespeare,witty",3.8414862303123645,tt0107616,"Movie's title: Much Ado About Nothing (1993)
genres: Comedy,Romance
tags: adaptation,based on a play,feel good movie,fun movie,great acting,great movie,literature,original,shakespeare,witty"
498,470,Mr. Jones (1993),"Drama,Romance","doctors,homeless,hospital,life philosophy,mental illness,psychiatry",3.161094980373079,tt0107611,"Movie's title: Mr. Jones (1993)
genres: Drama,Romance
tags: doctors,homeless,hospital,life philosophy,mental illness,psychiatry"
499,471,Mr. Wonderful (1993),"Comedy,Romance","relationships,romantic,romantic comedy",3.1463130147101097,tt0107613,"Movie's title: Mr. Wonderful (1993)
genres: Comedy,Romance
tags: relationships,romantic,romantic comedy"
500,472,Mrs. Doubtfire (1993),"Comedy,Drama","chase,children,comedy,cross dressing,divorce,drama,family,family bonds,funny,girlie movie,good,kids,parenthood,pg-13,san francisco,single father,spelling bee",3.3818591666778555,tt0107614,"Movie's title: Mrs. Doubtfire (1993)
genres: Comedy,Drama
tags: chase,children,comedy,cross dressing,divorce,drama,family,family bonds,funny,girlie movie,good,kids,parenthood,pg-13,san francisco,single father,spelling bee"
501,473,Naked (1993),Drama,"anti-hero,bleak,brutality,criterion,dialogue,enigmatic,existentialism,gritty,harsh,homeless,independent film,intellectual,intimate,london,loneliness,sexualized violence,social commentary",3.601131491106045,tt0107653,"Movie's title: Naked (1993)
genres: Drama
tags: anti-hero,bleak,brutality,criterion,dialogue,enigmatic,existentialism,gritty,harsh,homeless,independent film,intellectual,intimate,london,loneliness,sexualized violence,social commentary"
502,474,"Next Karate Kid, The (1994)","Action,Children,Romance","bullying,high school,martial arts,mentor,original,predictable,teen,teen movie",2.542152443760831,tt0110657,"Movie's title: Next Karate Kid, The (1994)
genres: Action,Children,Romance
tags: bullying,high school,martial arts,mentor,original,predictable,teen,teen movie"
503,475,"New Age, The (1994)",Drama,"bleak,dark humor,los angeles",3.2491787340736296,tt0110649,"Movie's title: New Age, The (1994)
genres: Drama
tags: bleak,dark humor,los angeles"
504,476,No Escape (1994),"Action,Drama,Sci-Fi","action,action packed,big budget,future,futuristic,good action,island,prison,prison escape,sci fi,sci-fi,scifi,survival",3.1284143584014887,tt0110678,"Movie's title: No Escape (1994)
genres: Action,Drama,Sci-Fi
tags: action,action packed,big budget,future,futuristic,good action,island,prison,prison escape,sci fi,sci-fi,scifi,survival"
505,477,North (1994),Comedy,"children,original,stereotypes",2.9025520158372644,tt0110687,"Movie's title: North (1994)
genres: Comedy
tags: children,original,stereotypes"
506,478,Orlando (1992),"Drama,Fantasy,Romance","18th century,adaptation,adapted from:book,art house,artistic,cinematography,enigmatic,immortality,literary adaptation,original,queer,stylized,surreal,transgender,visual,visually appealing,visually stunning,weird,whimsical",3.3775321139107173,tt0107756,"Movie's title: Orlando (1992)
genres: Drama,Fantasy,Romance
tags: 18th century,adaptation,adapted from:book,art house,artistic,cinematography,enigmatic,immortality,literary adaptation,original,queer,stylized,surreal,transgender,visual,visually appealing,visually stunning,weird,whimsical"
507,479,"Perfect World, A (1993)","Crime,Drama,Thriller","childhood,kidnapping,mentor,moral ambiguity,original,parenthood,prison escape,road movie,texas",3.440175904934045,tt0107808,"Movie's title: Perfect World, A (1993)
genres: Crime,Drama,Thriller
tags: childhood,kidnapping,mentor,moral ambiguity,original,parenthood,prison escape,road movie,texas"
